Notes,State,Race,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,Colorado,American Indian or Alaska Native,1992,1992,34617
,Colorado,American Indian or Alaska Native,1993,1993,37006
,Colorado,American Indian or Alaska Native,1994,1994,39086
,Colorado,American Indian or Alaska Native,1995,1995,41429
,Colorado,American Indian or Alaska Native,1996,1996,44062
,Colorado,American Indian or Alaska Native,1997,1997,46536
,Colorado,American Indian or Alaska Native,1998,1998,49668
,Colorado,American Indian or Alaska Native,1999,1999,53067
,Colorado,American Indian or Alaska Native,2000,2000,57949
,Colorado,American Indian or Alaska Native,2001,2001,61132
,Colorado,American Indian or Alaska Native,2002,2002,63879
,Colorado,American Indian or Alaska Native,2003,2003,65942
,Colorado,American Indian or Alaska Native,2004,2004,68901
,Colorado,American Indian or Alaska Native,2005,2005,72029
,Colorado,American Indian or Alaska Native,2006,2006,75455
,Colorado,American Indian or Alaska Native,2007,2007,79271
,Colorado,American Indian or Alaska Native,2008,2008,84116
,Colorado,American Indian or Alaska Native,2009,2009,88634
,Colorado,American Indian or Alaska Native,2010,2010,93291
,Colorado,American Indian or Alaska Native,2011,2011,94932
,Colorado,American Indian or Alaska Native,2012,2012,96235
,Colorado,American Indian or Alaska Native,2013,2013,98212
,Colorado,American Indian or Alaska Native,2014,2014,99839
,Colorado,American Indian or Alaska Native,2015,2015,102287
,Colorado,American Indian or Alaska Native,2016,2016,104502
,Colorado,American Indian or Alaska Native,2017,2017,106564
,Colorado,American Indian or Alaska Native,2018,2018,108684
Total,Colorado,American Indian or Alaska Native,,,2030916
,Colorado,Asian or Pacific Islander,1990,1990,62147
,Colorado,Asian or Pacific Islander,1991,1991,65000
,Colorado,Asian or Pacific Islander,1992,1992,69730
,Colorado,Asian or Pacific Islander,1993,1993,74805
,Colorado,Asian or Pacific Islander,1994,1994,79495
,Colorado,Asian or Pacific Islander,1995,1995,84806
,Colorado,Asian or Pacific Islander,1996,1996,89343
,Colorado,Asian or Pacific Islander,1997,1997,94562
,Colorado,Asian or Pacific Islander,1998,1998,100529
,Colorado,Asian or Pacific Islander,1999,1999,106980
,Colorado,Asian or Pacific Islander,2000,2000,115175
,Colorado,Asian or Pacific Islander,2001,2001,122046
,Colorado,Asian or Pacific Islander,2002,2002,127631
,Colorado,Asian or Pacific Islander,2003,2003,132111
,Colorado,Asian or Pacific Islander,2004,2004,136838
,Colorado,Asian or Pacific Islander,2005,2005,141835
,Colorado,Asian or Pacific Islander,2006,2006,147694
,Colorado,Asian or Pacific Islander,2007,2007,153365
,Colorado,Asian or Pacific Islander,2008,2008,159295
,Colorado,Asian or Pacific Islander,2009,2009,165687
,Colorado,Asian or Pacific Islander,2010,2010,172629
,Colorado,Asian or Pacific Islander,2011,2011,178980
,Colorado,Asian or Pacific Islander,2012,2012,185856
,Colorado,Asian or Pacific Islander,2013,2013,192852
,Colorado,Asian or Pacific Islander,2014,2014,200143
,Colorado,Asian or Pacific Islander,2015,2015,209720
,Colorado,Asian or Pacific Islander,2016,2016,217728
,Colorado,Asian or Pacific Islander,2017,2017,225176
,Colorado,Asian or Pacific Islander,2018,2018,233219
Total,Colorado,Asian or Pacific Islander,,,4045377
,Colorado,Black or African American,1990,1990,136626
,Colorado,Black or African American,1991,1991,142090
,Colorado,Black or African American,1992,1992,147912
,Colorado,Black or African American,1993,1993,153962
,Colorado,Black or African American,1994,1994,158896
,Colorado,Black or African American,1995,1995,162559
,Colorado,Black or African American,1996,1996,166672
,Colorado,Black or African American,1997,1997,171306
,Colorado,Black or African American,1998,1998,177472
,Colorado,Black or African American,1999,1999,183070
,Colorado,Black or African American,2000,2000,189870
,Colorado,Black or African American,2001,2001,196376
,Colorado,Black or African American,2002,2002,201149
,Colorado,Black or African American,2003,2003,203049
,Colorado,Black or African American,2004,2004,208322
,Colorado,Black or African American,2005,2005,211476
,Colorado,Black or African American,2006,2006,218810
,Colorado,Black or African American,2007,2007,224746
,Colorado,Black or African American,2008,2008,231792
,Colorado,Black or African American,2009,2009,239309
,Colorado,Black or African American,2010,2010,247187
,Colorado,Black or African American,2011,2011,252710
,Colorado,Black or African American,2012,2012,259266
,Colorado,Black or African American,2013,2013,266464
,Colorado,Black or African American,2014,2014,274465
,Colorado,Black or African American,2015,2015,282993
,Colorado,Black or African American,2016,2016,290285
,Colorado,Black or African American,2017,2017,296017
,Colorado,Black or African American,2018,2018,303260
Total,Colorado,Black or African American,,,6198111
,Colorado,White,1990,1990,3077815
,Colorado,White,1991,1991,3147468
,Colorado,White,1992,1992,3243680
,Colorado,White,1993,1993,3347961
,Colorado,White,1994,1994,3446691
,Colorado,White,1995,1995,3537859
,Colorado,White,1996,1996,3619895
,Colorado,White,1997,1997,3705889
,Colorado,White,1998,1998,3788970
,Colorado,White,1999,1999,3882901
,Colorado,White,2000,2000,3963927
,Colorado,White,2001,2001,4046133
,Colorado,White,2002,2002,4097747
,Colorado,White,2003,2003,4127630
,Colorado,White,2004,2004,4160952
,Colorado,White,2005,2005,4206548
,Colorado,White,2006,2006,4278464
,Colorado,White,2007,2007,4346486
,Colorado,White,2008,2008,4414527
,Colorado,White,2009,2009,4478565
,Colorado,White,2010,2010,4535174
,Colorado,White,2011,2011,4595149
,Colorado,White,2012,2012,4652364
,Colorado,White,2013,2013,4712954
,Colorado,White,2014,2014,4776771
,Colorado,White,2015,2015,4857107
,Colorado,White,2016,2016,4928406
,Colorado,White,2017,2017,4988145
,Colorado,White,2018,2018,5050401
Total,Colorado,White,,,120016579
Total,Colorado,,,,132290983
,Connecticut,American Indian or Alaska Native,1990,1990,6996
,Connecticut,American Indian or Alaska Native,1991,1991,7377
,Connecticut,American Indian or Alaska Native,1992,1992,7777
,Connecticut,American Indian or Alaska Native,1993,1993,8279
,Connecticut,American Indian or Alaska Native,1994,1994,8695
,Connecticut,American Indian or Alaska Native,1995,1995,9219
,Connecticut,American Indian or Alaska Native,1996,1996,9867
,Connecticut,American Indian or Alaska Native,1997,1997,10525
,Connecticut,American Indian or Alaska Native,1998,1998,11021
,Connecticut,American Indian or Alaska Native,1999,1999,11760
,Connecticut,American Indian or Alaska Native,2000,2000,12874
,Connecticut,American Indian or Alaska Native,2001,2001,13527
,Connecticut,American Indian or Alaska Native,2002,2002,14173
,Connecticut,American Indian or Alaska Native,2003,2003,15016
,Connecticut,American Indian or Alaska Native,2004,2004,15550
,Connecticut,American Indian or Alaska Native,2005,2005,16184
,Connecticut,American Indian or Alaska Native,2006,2006,16916
,Connecticut,American Indian or Alaska Native,2007,2007,17626
,Connecticut,American Indian or Alaska Native,2008,2008,18438
,Connecticut,American Indian or Alaska Native,2009,2009,19258
,Connecticut,American Indian or Alaska Native,2010,2010,20132
,Connecticut,American Indian or Alaska Native,2011,2011,20559
,Connecticut,American Indian or Alaska Native,2012,2012,21134
,Connecticut,American Indian or Alaska Native,2013,2013,21628
,Connecticut,American Indian or Alaska Native,2014,2014,22045
,Connecticut,American Indian or Alaska Native,2015,2015,22397
,Connecticut,American Indian or Alaska Native,2016,2016,22622
,Connecticut,American Indian or Alaska Native,2017,2017,23027
,Connecticut,American Indian or Alaska Native,2018,2018,23538
Total,Connecticut,American Indian or Alaska Native,,,448160
,Connecticut,Asian or Pacific Islander,1990,1990,52382
,Connecticut,Asian or Pacific Islander,1991,1991,56626
,Connecticut,Asian or Pacific Islander,1992,1992,60299
,Connecticut,Asian or Pacific Islander,1993,1993,64228
,Connecticut,Asian or Pacific Islander,1994,1994,67442
,Connecticut,Asian or Pacific Islander,1995,1995,71417
,Connecticut,Asian or Pacific Islander,1996,1996,74664
,Connecticut,Asian or Pacific Islander,1997,1997,78799
,Connecticut,Asian or Pacific Islander,1998,1998,82871
,Connecticut,Asian or Pacific Islander,1999,1999,88065
,Connecticut,Asian or Pacific Islander,2000,2000,93037
,Connecticut,Asian or Pacific Islander,2001,2001,98640
,Connecticut,Asian or Pacific Islander,2002,2002,105615
,Connecticut,Asian or Pacific Islander,2003,2003,112765
,Connecticut,Asian or Pacific Islander,2004,2004,118414
,Connecticut,Asian or Pacific Islander,2005,2005,124478
,Connecticut,Asian or Pacific Islander,2006,2006,130310
,Connecticut,Asian or Pacific Islander,2007,2007,135691
,Connecticut,Asian or Pacific Islander,2008,2008,141482
,Connecticut,Asian or Pacific Islander,2009,2009,146808
,Connecticut,Asian or Pacific Islander,2010,2010,152282
,Connecticut,Asian or Pacific Islander,2011,2011,157311
,Connecticut,Asian or Pacific Islander,2012,2012,162842
,Connecticut,Asian or Pacific Islander,2013,2013,165323
,Connecticut,Asian or Pacific Islander,2014,2014,171331
,Connecticut,Asian or Pacific Islander,2015,2015,176049
,Connecticut,Asian or Pacific Islander,2016,2016,179495
,Connecticut,Asian or Pacific Islander,2017,2017,182968
,Connecticut,Asian or Pacific Islander,2018,2018,186224
Total,Connecticut,Asian or Pacific Islander,,,3437858
,Connecticut,Black or African American,1990,1990,283440
,Connecticut,Black or African American,1991,1991,291762
,Connecticut,Black or African American,1992,1992,296477
,Connecticut,Black or African American,1993,1993,303637
,Connecticut,Black or African American,1994,1994,308487
,Connecticut,Black or African American,1995,1995,313387
,Connecticut,Black or African American,1996,1996,319188
,Connecticut,Black or African American,1997,1997,325427
,Connecticut,Black or African American,1998,1998,333828
,Connecticut,Black or African American,1999,1999,341801
,Connecticut,Black or African American,2000,2000,349054
,Connecticut,Black or African American,2001,2001,355440
,Connecticut,Black or African American,2002,2002,363022
,Connecticut,Black or African American,2003,2003,370417
,Connecticut,Black or African American,2004,2004,375875
,Connecticut,Black or African American,2005,2005,381552
,Connecticut,Black or African American,2006,2006,388120
,Connecticut,Black or African American,2007,2007,394640
,Connecticut,Black or African American,2008,2008,401643
,Connecticut,Black or African American,2009,2009,409897
,Connecticut,Black or African American,2010,2010,417433
,Connecticut,Black or African American,2011,2011,422666
,Connecticut,Black or African American,2012,2012,428115
,Connecticut,Black or African American,2013,2013,433928
,Connecticut,Black or African American,2014,2014,438519
,Connecticut,Black or African American,2015,2015,443495
,Connecticut,Black or African American,2016,2016,447715
,Connecticut,Black or African American,2017,2017,453203
,Connecticut,Black or African American,2018,2018,459499
Total,Connecticut,Black or African American,,,10851667
,Connecticut,White,1990,1990,2949149
,Connecticut,White,1991,1991,2947130
,Connecticut,White,1992,1992,2936159
,Connecticut,White,1993,1993,2933031
,Connecticut,White,1994,1994,2931497
,Connecticut,White,1995,1995,2930121
,Connecticut,White,1996,1996,2932966
,Connecticut,White,1997,1997,2934597
,Connecticut,White,1998,1998,2937632
,Connecticut,White,1999,1999,2944775
,Connecticut,White,2000,2000,2956812
,Connecticut,White,2001,2001,2965228
,Connecticut,White,2002,2002,2975939
,Connecticut,White,2003,2003,2986138
,Connecticut,White,2004,2004,2986255
,Connecticut,White,2005,2005,2984742
,Connecticut,White,2006,2006,2982114
,Connecticut,White,2007,2007,2979313
,Connecticut,White,2008,2008,2984016
,Connecticut,White,2009,2009,2985844
,Connecticut,White,2010,2010,2989278
,Connecticut,White,2011,2011,2987487
,Connecticut,White,2012,2012,2982304
,Connecticut,White,2013,2013,2974036
,Connecticut,White,2014,2014,2962888
,Connecticut,White,2015,2015,2945568
,Connecticut,White,2016,2016,2928842
,Connecticut,White,2017,2017,2914682
,Connecticut,White,2018,2018,2903404
Total,Connecticut,White,,,85751947
Total,Connecticut,,,,100489632
,Delaware,American Indian or Alaska Native,1990,1990,2064
,Delaware,American Indian or Alaska Native,1991,1991,2161
,Delaware,American Indian or Alaska Native,1992,1992,2363
,Delaware,American Indian or Alaska Native,1993,1993,2501
,Delaware,American Indian or Alaska Native,1994,1994,2613
,Delaware,American Indian or Alaska Native,1995,1995,2680
,Delaware,American Indian or Alaska Native,1996,1996,2771
,Delaware,American Indian or Alaska Native,1997,1997,2895
,Delaware,American Indian or Alaska Native,1998,1998,3035
,Delaware,American Indian or Alaska Native,1999,1999,3103
,Delaware,American Indian or Alaska Native,2000,2000,3340
,Delaware,American Indian or Alaska Native,2001,2001,3695
,Delaware,American Indian or Alaska Native,2002,2002,3932
,Delaware,American Indian or Alaska Native,2003,2003,4323
,Delaware,American Indian or Alaska Native,2004,2004,4567
,Delaware,American Indian or Alaska Native,2005,2005,4924
,Delaware,American Indian or Alaska Native,2006,2006,5255
,Delaware,American Indian or Alaska Native,2007,2007,5526
,Delaware,American Indian or Alaska Native,2008,2008,5901
,Delaware,American Indian or Alaska Native,2009,2009,6270
,Delaware,American Indian or Alaska Native,2010,2010,6558
,Delaware,American Indian or Alaska Native,2011,2011,6593
,Delaware,American Indian or Alaska Native,2012,2012,6552
,Delaware,American Indian or Alaska Native,2013,2013,6612
,Delaware,American Indian or Alaska Native,2014,2014,6651
,Delaware,American Indian or Alaska Native,2015,2015,6694
,Delaware,American Indian or Alaska Native,2016,2016,6753
,Delaware,American Indian or Alaska Native,2017,2017,6959
,Delaware,American Indian or Alaska Native,2018,2018,7220
Total,Delaware,American Indian or Alaska Native,,,134511
,Delaware,Asian or Pacific Islander,1990,1990,9282
,Delaware,Asian or Pacific Islander,1991,1991,10114
,Delaware,Asian or Pacific Islander,1992,1992,11140
,Delaware,Asian or Pacific Islander,1993,1993,11712
,Delaware,Asian or Pacific Islander,1994,1994,12564
